,short_sentence_index
540,119
541,766
542,119
543,65
544,766
545,112
546,1739
547,119
548,1258
549,1396
550,1477
551,1477
552,1477
553,65
554,1477
555,119
556,1477
557,3256
558,1477
559,1477
560,1477
561,1477
562,1477
563,1581
564,1258
565,1396
566,65
567,766
568,1258
569,1258
570,1477
571,1477
572,1581
573,1477
574,3256
575,1477
576,1477
577,1477
578,1477
579,1477
580,1477
581,766
582,119
583,119
584,119
585,10226
586,65
587,1477
588,119
589,1396
590,110
591,65
592,112
593,1258
594,2360
595,3256
596,110
597,3969
598,112
599,65
600,1477
601,1477
602,1477
603,1739
604,119
605,2360
606,1581
607,119
608,1477
609,1477
610,1477
611,1477
612,1477
613,3831
614,1477
615,1477
616,766
617,766
618,110
619,3831
620,42443
621,3256
622,1258
623,65
624,110
625,3256
626,2360
627,766
628,119
629,119
630,1396
631,112
632,112
633,1739
634,1477
635,119
636,6566
637,3256
638,65
639,1739
640,1396
641,1477
642,3831
643,65
644,1477
645,766
646,3256
647,3256
648,766
649,766
650,2360
651,1581
652,119
653,65
654,1258
655,1581
656,112
657,1739
658,3256
659,1396
660,1398
661,766
662,65
663,10226
664,3256
665,1477
666,1477
667,1477
668,1477
669,3256
670,1581
671,1477
672,3256
673,1477
674,1477
675,1477
676,766
677,65
678,1258
679,766
680,112
681,119
682,65
683,766
684,1581
685,3256
686,1477
687,1477
688,10226
689,10226
690,1739
691,10226
692,1477
693,65
694,1258
695,1477
696,119
697,112
698,1258
699,119
700,1258
701,119
702,119
703,3256
704,119
705,3256
706,3256
707,766
708,6566
709,1477
710,65
711,3256
712,1739
713,65
714,766
715,3256
716,3256
717,3256
718,766
719,119
720,3256
721,1581
722,766
723,1396
724,1258
725,112
726,6566
727,119
728,1581
729,1258
730,1581
731,1477
732,3256
733,112
734,3256
735,1739
736,1581
737,766
738,3256
739,110
740,1477
741,1258
742,65
743,1477
744,1258
745,119
746,65
747,1477
748,3256
749,766
750,3256
751,65
752,1258
753,3256
754,119
755,3969
756,766
757,1581
758,10226
759,65
760,766
761,1477
762,1477
763,1477
764,1477
765,1477
766,1258
767,1581
768,1477
769,1739
770,766
771,3256
772,3256
773,10226
774,1477
775,110
776,1477
777,766
778,1258
779,119
780,1581
781,1581
782,112
783,119
784,3831
785,1396
786,1581
787,1398
788,766
789,766
790,766
791,10226
792,112
793,112
794,1258
795,766
796,766
797,3256
798,10226
799,65
800,1258
801,65
802,3256
803,119
804,1581
805,1477
806,65
807,3256
808,3831
809,3256
810,3831
811,1258
812,1258
813,766
814,119
815,119
816,112
817,1396
818,112
819,42443
820,112
821,1581
822,65
823,112
824,3256
825,3256
826,1581
827,1581
828,1258
829,1739
830,1258
831,1258
832,1258
833,1581
834,1477
835,766
836,2360
837,1477
838,1477
839,1477
840,1258
841,1477
842,112
843,766
844,3256
845,766
846,1739
847,10226
848,766
849,65
850,112
851,766
852,766
853,119
854,1581
855,65
856,3256
857,1477
858,3256
859,1581
860,766
861,1581
862,1258
863,112
864,1258
865,3256
866,1258
867,2360
868,1258
869,1739
870,1477
871,1581
872,766
873,65
874,3256
875,1581
876,1258
877,766
878,65
879,65
880,1581
881,1477
882,112
883,65
884,766
885,766
886,1258
887,1396
888,112
889,3831
890,1477
891,1581
892,1477
893,1477
894,1477
895,1477
896,1581
897,112
898,112
899,766
900,1258
901,1581
902,2360
903,119
904,766
905,1581
906,1739
907,112
908,119
909,3256
910,1258
911,3256
912,65
913,766
914,1477
915,65
916,1739
917,65
918,1739
919,65
920,766
921,1477
922,112
923,1258
924,766
925,112
926,1258
927,65
928,3256
929,1258
930,119
931,1477
932,65
933,1258
934,1477
935,65
936,110
937,766
938,65
939,65
940,1396
941,1477
942,1581
943,1477
944,1396
945,3256
946,766
947,1581
948,1258
949,1739
950,1258
951,119
952,112
953,1477
954,119
955,119
956,1739
957,3256
958,119
959,766
960,3256
961,119
962,1581
963,1581
964,112
965,112
966,1477
967,1477
968,1258
969,110
970,1477
971,1477
972,1477
973,1477
974,1477
975,1477
976,1477
977,1477
978,1477
979,1477
980,119
981,3831
982,1581
983,110
984,3831
985,3831
986,1477
987,1258
988,3256
989,119
990,1477
991,766
992,1739
993,1739
994,1581
995,6566
996,112
997,766
998,3831
999,1477
1000,65
1001,1258
1002,1258
1003,112
1004,766
1005,112
1006,3256
1007,2360
1008,3256
1009,3256
1010,1581
1011,3969
1012,2360
1013,65
1014,1581
1015,3969
1016,766
1017,1258
1018,1477
1019,1477
1020,1581
1021,1258
1022,1396
1023,1477
1024,1477
1025,1477
1026,1477
1027,1477
1028,1477
1029,1477
1030,1477
1031,1477
1032,3256
1033,1477
1034,1477
1035,1477
1036,1477
1037,1258
1038,112
1039,1258
1040,766
1041,10226
1042,3256
1043,112
1044,1396
1045,112
1046,119
1047,2360
1048,3969
1049,766
1050,1477
1051,2360
1052,3969
1053,10226
1054,1258
1055,119
1056,3969
1057,1477
1058,1477
1059,3256
1060,3256
1061,119
1062,3256
1063,766
1064,65
1065,1477
1066,1477
1067,1477
1068,1477
1069,1477
1070,1477
1071,766
1072,1739
1073,766
1074,3969
1075,3969
1076,1739
1077,766
1078,1477
1079,1477
1080,119
1081,3256
1082,1477
1083,2360
1084,3256
1085,3256
1086,119
1087,1477
1088,3256
1089,1477
1090,65
1091,3256
1092,6566
1093,3969
1094,2360
1095,65
1096,119
1097,1258
1098,65
1099,3256
1100,1477
1101,1477
1102,766
1103,65
1104,1258
1105,3256
1106,1477
1107,1258
1108,1258
1109,112
1110,766
1111,1477
1112,65
1113,1477
1114,1477
1115,1739
1116,3256
1117,10226
1118,3969
1119,766
1120,2360
1121,1258
1122,3256
1123,119
1124,65
1125,1581
1126,65
1127,1581
1128,1739
1129,3256
1130,1258
1131,119
1132,3969
1133,119
1134,3256
1135,3969
1136,1258
1137,1258
1138,3256
1139,1477
1140,1739
1141,10226
1142,1258
1143,119
1144,3969
1145,119
1146,3256
1147,766
1148,1258
1149,1581
1150,3256
1151,1581
1152,10226
1153,1477
1154,1258
1155,1396
1156,766
1157,112
1158,1258
1159,65
1160,65
1161,1258
1162,1477
1163,65
1164,112
1165,3256
1166,1477
1167,65
1168,119
1169,112
1170,65
1171,766
1172,3969
1173,3831
1174,766
1175,1258
1176,112
1177,1477
1178,1477
1179,1477
1180,1581
1181,1581
1182,3969
1183,1581
1184,65
1185,766
1186,1581
1187,112
1188,1739
1189,3256
1190,1581
1191,1581
1192,1581
1193,112
1194,1739
1195,1477
1196,112
1197,119
1198,1477
1199,1581
1200,3969
1201,1258
1202,3256
1203,1477
1204,119
1205,766
1206,112
1207,1581
1208,112
1209,1581
1210,119
1211,1396
1212,766
1213,1258
1214,119
1215,766
1216,766
1217,766
1218,3256
1219,1581
1220,1581
1221,1581
1222,65
1223,119
1224,1477
1225,766
1226,1581
1227,112
1228,1258
1229,1477
1230,1581
1231,766
1232,1581
1233,3256
1234,1477
1235,1477
1236,1477
1237,119
1238,3969
1239,1477
1240,1477
1241,3831
1242,119
1243,1581
1244,112
1245,1258
1246,766
1247,1258
1248,2360
1249,3256
1250,3256
1251,1581
1252,1581
1253,119
1254,10226
1255,1581
1256,766
1257,1398
1258,1477
1259,1477
1260,1477
1261,1477
1262,1477
1263,1258
1264,1477
1265,1258
1266,1477
1267,1477
1268,1477
1269,1477
1270,1477
1271,1477
1272,1477
1273,1477
1274,766
1275,119
1276,10226
1277,112
1278,10226
1279,1258
1280,119
1281,766
1282,1477
1283,766
1284,1258
1285,766
1286,65
1287,10226
1288,1258
1289,112
1290,1477
1291,1477
1292,1477
1293,1477
1294,1477
1295,1477
1296,1477
1297,119
1298,1477
1299,1477
1300,1477
1301,1477
1302,1477
1303,1477
1304,766
1305,1258
1306,766
1307,1739
1308,119
1309,1739
1310,766
1311,1477
1312,1396
1313,1258
1314,1581
1315,3256
1316,1477
1317,119
1318,1739
1319,1581
1320,766
1321,1396
1322,766
1323,1258
1324,65
1325,110
1326,766
1327,3969
1328,1258
1329,766
1330,119
1331,766
1332,1581
1333,766
1334,1396
1335,3256
1336,112
1337,1258
1338,1581
1339,766
1340,766
1341,766
1342,65
1343,10226
1344,119
1345,3256
1346,766
1347,1581
1348,119
1349,766
1350,3969
1351,3831
1352,766
1353,119
1354,119
1355,1581
1356,1477
1357,1258
1358,1258
1359,1258
1360,1258
1361,3256
1362,1258
1363,1258
1364,65
1365,65
1366,1581
1367,65
1368,10226
1369,119
1370,2360
1371,1258
1372,10226
1373,1739
1374,119
1375,119
1376,1739
1377,766
1378,1739
1379,112
1380,766
1381,1396
1382,3969
1383,119
1384,119
1385,1477
1386,112
1387,112
1388,3256
1389,119
1390,65
1391,10226
1392,1739
1393,2360
1394,766
1395,1477
1396,1396
1397,119
1398,119
1399,1258
1400,1581
1401,1396
1402,1477
1403,112
1404,112
1405,1398
1406,65
1407,112
1408,1581
1409,3256
1410,766
1411,1581
1412,1258
1413,112
1414,3256
1415,119
1416,1258
1417,1258
1418,1581
1419,1258
1420,1258
1421,1739
1422,1739
1423,1258
1424,3256
1425,2360
1426,10226
1427,1258
1428,42443
1429,1477
1430,1477
1431,1396
1432,1581
1433,110
1434,1477
1435,1477
1436,1477
1437,766
1438,1739
1439,766
1440,1258
1441,65
1442,766
1443,1581
1444,3256
1445,112
1446,112
1447,119
1448,766
1449,119
1450,1739
1451,10226
1452,766
1453,65
1454,1258
1455,1581
1456,766
1457,1258
1458,112
1459,766
1460,119
1461,112
1462,766
1463,3256
1464,1398
1465,3256
1466,3256
1467,112
1468,65
1469,112
1470,10226
1471,1739
1472,1396
1473,119
1474,3256
1475,3256
1476,1739
1477,65
1478,1477
1479,1477
1480,1477
1481,1477
1482,1477
1483,1477
1484,1477
1485,1477
1486,2360
1487,3256
1488,2360
1489,1258
1490,766
1491,1396
1492,1396
1493,1581
1494,766
1495,1581
1496,1477
1497,766
1498,119
1499,766
1500,1477
1501,1477
1502,3256
1503,3256
1504,1477
1505,1258
1506,1258
1507,65
1508,1477
1509,1258
1510,3256
1511,112
1512,65
1513,1396
1514,1258
1515,65
1516,3256
1517,1258
1518,119
1519,766
1520,3969
1521,112
1522,119
1523,110
1524,112
1525,1581
1526,3969
1527,766
1528,766
1529,1581
1530,119
1531,766
1532,1477
1533,1477
1534,1477
1535,1258
1536,112
1537,1258
1538,65
1539,119
1540,65
1541,1396
1542,65
1543,2360
1544,766
1545,119
1546,766
1547,1739
1548,119
1549,3256
1550,2360
1551,112
1552,766
1553,3256
1554,3831
1555,1396
1556,65
1557,65
1558,1477
1559,1258
1560,1477
1561,1258
1562,3831
1563,1581
1564,1477
1565,1477
1566,3256
1567,1581
1568,65
1569,1258
1570,119
1571,65
1572,119
1573,1739
1574,1258
1575,65
1576,65
1577,1258
1578,1581
1579,1477
1580,1477
1581,119
1582,766
1583,766
1584,1477
1585,1477
1586,1477
1587,1477
1588,1477
1589,1477
1590,1477
1591,1477
1592,1477
1593,3256
1594,1477
1595,1477
1596,1477
1597,1477
1598,766
1599,2360
1600,1258
1601,1258
1602,1739
1603,112
1604,119
1605,1739
1606,3256
1607,1581
1608,766
1609,6566
1610,766
1611,766
1612,42443
1613,1477
1614,112
1615,1258
1616,3969
1617,1477
1618,119
1619,766
1620,3256
1621,1477
1622,2360
1623,182903
1624,3831
1625,3256
1626,112
1627,65
1628,1258
1629,119
1630,766
1631,112
1632,65
1633,766
1634,10226
1635,1739
1636,119
1637,1258
1638,119
1639,1258
1640,1739
1641,65
1642,119
1643,1258
1644,1581
1645,65
1646,119
1647,766
1648,1477
1649,1581
1650,2360
1651,112
1652,119
1653,1477
1654,1258
1655,1258
1656,65
1657,1581
1658,112
1659,119
1660,1739
1661,3256
1662,3831
1663,1258
1664,1477
1665,1477
1666,1477
1667,1477
1668,1477
1669,1477
1670,3256
1671,766
1672,1581
1673,1477
1674,112
1675,1581
1676,1581
1677,3256
1678,1477
1679,1477
1680,1477
1681,1477
1682,119
1683,112
1684,112
1685,1477
1686,1477
1687,1477
1688,1477
1689,1477
1690,1477
1691,1477
1692,1477
1693,1581
1694,1477
1695,1477
1696,1477
1697,1477
1698,119
1699,1477
1700,1477
1701,3256
1702,1477
1703,1477
1704,1477
1705,1477
1706,1477
1707,1477
1708,766
1709,1398
1710,1258
1711,3256
1712,3256
1713,1477
1714,766
1715,3256
1716,1477
1717,1739
1718,112
1719,110
1720,112
1721,119
1722,112
1723,112
1724,112
1725,1258
1726,65
1727,119
1728,1396
1729,119
1730,1581
1731,1258
1732,1581
1733,65
1734,1258
1735,119
1736,65
1737,112
1738,6566
1739,10226
1740,10226
1741,119
1742,3969
1743,1258
1744,119
1745,766
1746,1258
1747,3256
1748,1396
1749,3256
1750,1739
1751,1477
1752,65
1753,3256
1754,3969
1755,1258
1756,3969
1757,766
1758,1739
1759,766
1760,1477
1761,766
1762,1258
1763,1258
1764,119
1765,1581
1766,65
1767,766
1768,1581
1769,3831
1770,1581
1771,1477
1772,766
1773,1258
1774,3256
1775,1581
1776,119
1777,1258
1778,1581
1779,1258
1780,65
1781,766
1782,112
1783,1477
1784,1581
1785,1477
1786,1477
1787,119
1788,1477
1789,1477
1790,1739
1791,3256
1792,1739
1793,1477
1794,1477
1795,766
1796,65
1797,3969
1798,112
1799,3256
1800,1739
1801,119
1802,1477
1803,3256
1804,1581
1805,10226
1806,1739
1807,3256
1808,1581
1809,3256
1810,1258
1811,1581
1812,112
1813,112
1814,2360
1815,3256
1816,766
1817,112
1818,766
1819,1477
1820,1477
1821,1477
1822,1477
1823,1477
1824,1477
1825,119
1826,1477
1827,1477
1828,1258
1829,1477
1830,1477
1831,1477
1832,1477
1833,1477
1834,1477
1835,1258
1836,119
1837,1477
1838,119
1839,1258
1840,1477
1841,3969
1842,1581
1843,3256
1844,766
1845,10226
1846,65
1847,1581
1848,65
1849,1396
1850,766
1851,1581
1852,1477
1853,112
1854,1739
1855,1477
1856,1477
1857,1581
1858,1477
1859,1477
1860,1581
1861,1581
1862,3256
1863,119
1864,766
1865,65
1866,3256
1867,65
1868,3256
1869,119
1870,1398
1871,1581
1872,2360
1873,65
1874,766
1875,2360
1876,65
1877,1581
1878,1581
1879,1477
1880,1477
1881,1477
1882,112
1883,1477
1884,1477
1885,1477
1886,1477
1887,1477
1888,1477
1889,1477
1890,1477
1891,1477
1892,3969
1893,1477
1894,1477
1895,1477
1896,1477
1897,1477
1898,1477
1899,1477
1900,1477
1901,1477
1902,65
1903,1581
1904,1581
1905,766
1906,766
1907,1581
1908,1258
1909,119
1910,119
1911,1258
1912,1739
1913,112
1914,3256
1915,766
1916,112
1917,1477
1918,119
1919,3256
1920,3256
1921,112
1922,1477
1923,119
1924,3831
1925,766
1926,1739
1927,1258
1928,65
1929,766
1930,766
1931,1258
1932,1581
1933,1477
1934,766
1935,2360
1936,3831
1937,1258
1938,119
1939,1581
1940,119
1941,65
1942,1258
1943,1477
1944,1258
1945,119
1946,112
1947,3969
1948,1477
1949,3256
1950,1477
1951,1477
1952,1477
1953,1477
1954,1258
1955,1477
1956,3969
1957,3969
1958,2360
1959,1477
1960,1477
1961,1477
1962,1477
1963,1477
1964,1477
1965,1477
1966,1477
1967,1477
1968,1477
1969,1477
1970,1477
1971,10226
1972,112
1973,1477
1974,1477
1975,119
1976,65
1977,10226
1978,1477
1979,1477
1980,1477
1981,3969
1982,3256
1983,766
1984,1477
1985,1739
1986,1581
1987,119
1988,1258
1989,3256
1990,119
1991,1258
1992,766
1993,10226
1994,766
1995,766
1996,110
1997,766
1998,1477
1999,1258
2000,766
2001,766
2002,1477
2003,1477
2004,1477
2005,1477
2006,1477
2007,1477
2008,1581
2009,766
2010,112
2011,3256
2012,10226
2013,1581
2014,3831
2015,110
2016,3256
2017,1396
2018,3831
2019,1581
2020,119
2021,3831
2022,119
2023,3256
2024,1739
2025,2360
2026,766
2027,112
2028,1739
2029,766
2030,65
2031,1258
2032,1477
2033,3256
2034,766
2035,1739
2036,42443
2037,119
2038,766
2039,119
2040,1258
2041,65
2042,766
2043,119
2044,119
2045,119
2046,1739
2047,1581
2048,1581
2049,1581
2050,1258
2051,65
2052,3831
2053,2360
2054,1258
2055,1581
2056,3831
2057,2360
2058,766
2059,2360
2060,3969
2061,112
2062,10226
2063,1396
2064,1398
2065,1477
2066,766
2067,10226
2068,1477
2069,1581
2070,1581
2071,766
2072,1581
2073,65
2074,1477
2075,10226
2076,766
2077,1581
2078,6566
2079,1258
2080,119
2081,3969
2082,1258
2083,3969
2084,1258
2085,3831
2086,3256
2087,65
2088,1396
2089,1581
2090,112
2091,766
2092,766
2093,65
2094,2360
2095,119
2096,766
2097,1477
2098,65
2099,3256
2100,65
2101,766
2102,1581
2103,1258
2104,1258
2105,1258
2106,65
2107,65
2108,1739
2109,3256
2110,3256
2111,3831
2112,1398
2113,3831
2114,1258
2115,112
2116,2360
2117,3256
2118,1258
2119,3969
2120,1581
2121,1581
2122,3256
2123,65
2124,766
2125,766
2126,119
2127,10226
2128,766
2129,766
2130,119
2131,119
2132,1258
2133,119
2134,3256
2135,1396
2136,3256
2137,1258
2138,1258
2139,65
2140,1477
2141,1581
2142,65
2143,1258
2144,3256
2145,1258
2146,119
2147,65
2148,1581
2149,1258
2150,1258
2151,119
2152,112
2153,2360
2154,1581
2155,1396
2156,1477
2157,1477
2158,112
2159,1258
2160,1739
2161,1477
2162,1477
2163,119
2164,3969
2165,1477
2166,65
2167,1396
2168,1739
2169,1581
2170,119
2171,3256
2172,766
2173,65
2174,1258
2175,1477
2176,3256
2177,1477
2178,1581
2179,1581
2180,1581
2181,1258
2182,112
2183,1739
2184,65
2185,1396
2186,1258
2187,112
2188,1739
2189,1581
2190,766
2191,119
2192,1396
2193,1477
2194,1258
2195,1477
2196,1581
2197,1398
2198,1398
2199,119
2200,1739
2201,1739
2202,766
2203,119
2204,1739
2205,1258
2206,1477
2207,1739
2208,119
2209,3256
2210,766
2211,1477
2212,1477
2213,65
2214,1581
2215,766
2216,1477
2217,112
2218,112
2219,3256
2220,766
2221,766
2222,766
2223,766
2224,10226
2225,1477
2226,1477
2227,1477
2228,3256
2229,1477
2230,1477
2231,1477
2232,1477
2233,1477
2234,1477
2235,1477
2236,1477
2237,1477
2238,1477
2239,1477
2240,1477
2241,1477
2242,1477
2243,1477
2244,1477
2245,1477
2246,1477
2247,1477
2248,1477
2249,1477
2250,1477
2251,1477
2252,1477
2253,1477
2254,1477
2255,65
2256,119
2257,1477
2258,1477
2259,1477
2260,1477
2261,1477
2262,1477
2263,1477
2264,1477
2265,1477
2266,1477
2267,1477
2268,1477
2269,65
2270,3969
2271,1581
2272,3256
2273,3256
2274,1581
2275,1739
2276,3969
2277,766
2278,1739
2279,1581
2280,766
2281,3969
2282,766
2283,1477
2284,1477
2285,1739
2286,3969
2287,1739
2288,1477
2289,1477
2290,1477
2291,1477
2292,1477
2293,1477
2294,1477
2295,1477
2296,1477
2297,1477
2298,1477
2299,1477
2300,3256
2301,1477
2302,1581
2303,1258
2304,1396
2305,3969
2306,1258
2307,1581
2308,3256
2309,10226
2310,1477
2311,1477
2312,1477
2313,1477
2314,1477
2315,1477
2316,1477
2317,1477
2318,1477
2319,1477
2320,1477
2321,110
2322,6566
2323,110
2324,110
2325,10226
2326,3256
2327,1477
2328,65
2329,119
2330,1477
2331,65
2332,3969
2333,1477
2334,112
2335,1581
2336,10226
2337,119
2338,766
2339,3831
2340,1739
2341,65
2342,2360
2343,1739
2344,1581
2345,1581
2346,3256
2347,1477
2348,1477
2349,1477
2350,1477
2351,1477
2352,1477
2353,1477
2354,65
2355,1477
2356,1477
2357,3256
2358,766
2359,1581
2360,65
2361,1477
2362,1477
2363,10226
2364,10226
2365,1477
2366,1477
2367,1477
2368,1477
2369,1477
2370,1477
2371,1477
2372,766
2373,1477
2374,1477
2375,1477
2376,1477
2377,1258
2378,1581
2379,65
2380,1581
2381,766
2382,766
2383,766
2384,1258
2385,10226
2386,766
2387,1258
2388,1581
2389,119
2390,1396
2391,3256
2392,766
2393,112
2394,1258
2395,1477
2396,10226
2397,119
2398,766
2399,1258
2400,3256
2401,112
2402,6566
2403,766
2404,2360
2405,1396
2406,766
2407,3256
2408,112
2409,1258
2410,766
2411,65
2412,1477
2413,1477
2414,766
2415,1739
2416,1739
2417,3256
2418,1477
2419,1477
2420,1477
2421,1477
2422,1477
2423,1477
2424,1477
2425,1477
2426,1477
2427,1477
2428,1477
2429,1477
2430,1477
2431,1477
2432,1477
2433,1477
2434,1477
2435,1477
2436,1477
2437,1477
2438,1477
2439,1477
2440,1477
2441,1739
2442,3831
2443,1477
2444,1581
2445,65
2446,766
2447,2360
2448,1477
2449,1477
2450,1258
2451,1581
2452,3256
2453,766
2454,3256
2455,1477
2456,1477
2457,65
2458,1258
2459,3256
2460,1581
2461,110
2462,1581
2463,3831
2464,3256
2465,1581
2466,766
2467,1581
2468,1477
2469,1477
2470,1477
2471,1477
2472,1477
2473,1477
2474,1477
2475,766
2476,65
2477,3256
2478,766
2479,1477
2480,1477
2481,1477
2482,1477
2483,1477
2484,1477
2485,1477
2486,1477
2487,1477
2488,1477
2489,1477
2490,3256
2491,65
2492,1258
2493,3969
2494,65
2495,119
2496,1477
2497,65
2498,1581
2499,1581
2500,766
2501,3256
2502,1258
2503,1581
2504,766
2505,65
2506,1477
2507,1739
2508,766
2509,65
2510,112
2511,10226
2512,1581
2513,1258
2514,766
2515,1258
2516,1581
2517,1581
2518,1396
2519,112
2520,3969
2521,10226
2522,1581
2523,3256
2524,1739
2525,65
2526,1396
2527,1477
2528,1581
2529,766
2530,1398
2531,3969
2532,10226
2533,766
2534,65
2535,119
2536,766
2537,3256
2538,3256
2539,1477
2540,3256
2541,3256
2542,766
2543,3256
2544,2360
2545,112
2546,119
2547,1581
2548,3256
2549,1477
2550,112
2551,1477
2552,1477
2553,1739
2554,112
2555,766
2556,1739
2557,3256
2558,1739
2559,1258
2560,766
2561,1581
2562,1477
2563,1739
2564,10226
2565,766
2566,1739
2567,766
2568,119
2569,766
2570,3256
2571,1258
2572,1581
2573,3256
2574,112
2575,1258
2576,10226
2577,1477
2578,3256
2579,766
2580,3256
2581,1739
2582,65
2583,766
2584,1477
2585,1477
2586,766
2587,1258
2588,1581
2589,3969
2590,65
2591,10226
2592,42443
2593,10226
2594,112
2595,1739
2596,1258
2597,1477
2598,65
2599,42443
2600,766
2601,1581
2602,766
2603,766
2604,1739
2605,1258
2606,65
2607,10226
2608,119
2609,65
2610,1258
2611,65
2612,1581
2613,2360
2614,65
2615,3256
2616,1581
2617,112
2618,112
2619,766
2620,6566
2621,3256
2622,1477
2623,1477
2624,1477
2625,3831
2626,3969
2627,1258
2628,2360
2629,65
2630,1258
2631,119
2632,65
2633,766
2634,1581
2635,1477
2636,1581
2637,3256
2638,2360
2639,766
2640,2360
2641,1396
2642,766
