,short_sentence_index
536,29347
537,29362
538,29369
539,29500
540,29520
541,29524
542,29531
543,29562
544,29647
545,29648
546,29735
547,29820
548,29938
549,29970
550,29988
551,30047
552,30048
553,30054
554,30056
555,30067
556,30267
557,30284
558,30327
559,30328
560,30349
561,30370
562,30509
563,30527
564,30528
565,30695
566,30945
567,31029
568,31204
569,31210
570,31247
571,31248
572,31249
573,31252
574,31253
575,31254
576,31323
577,31527
578,31580
579,31677
580,31763
581,31880
582,31935
583,31942
584,31946
585,31953
586,31954
587,31960
588,31977
589,31979
590,32123
591,32138
592,32175
593,32183
594,32206
595,32211
596,32212
597,32223
598,32287
599,32340
600,32418
601,32432
602,32469
603,32516
604,32522
605,32558
606,32635
607,32663
608,32720
609,32827
610,32874
611,32875
612,32877
613,32898
614,32936
615,32937
616,32949
617,32969
618,32970
619,32990
620,32995
621,32996
622,33114
623,33268
624,33461
625,33656
626,33685
627,33695
628,33754
629,33822
630,34080
631,34094
632,34102
633,34118
634,34120
635,34220
636,34221
637,34237
638,34264
639,34303
640,34465
641,34476
642,34482
643,34483
644,34642
645,34654
646,34686
647,34841
648,34905
649,34928
650,34983
651,35040
652,35147
653,35155
654,35158
655,35186
656,35189
657,35287
658,35360
659,35376
660,35490
661,35493
662,35539
663,35732
664,35745
665,35762
666,35768
667,35770
668,35874
669,35922
670,36028
671,36124
672,36126
673,36150
674,36179
675,36189
676,36208
677,36234
678,36413
679,36433
680,36436
681,36439
682,36642
683,36643
684,36687
685,36792
686,36944
687,36967
688,37000
689,37011
690,37012
691,37198
692,37199
693,37217
694,37306
695,37392
696,37489
697,37568
698,37569
699,37584
700,37615
701,37650
702,37726
703,37733
704,37736
705,37803
706,37811
707,37831
708,37842
709,37848
710,37857
711,37898
712,37904
713,37969
714,37980
715,38322
716,38352
717,38366
718,38367
719,38380
720,38414
721,38441
722,38451
723,38499
724,38510
725,38629
726,38711
727,38748
728,38768
729,38794
730,38883
731,38958
732,38964
733,39061
734,39099
735,39105
736,39116
737,39195
738,39233
739,39304
740,39323
741,39325
742,39391
743,39394
744,39407
745,39479
746,39570
747,39575
748,39614
749,39624
750,39629
751,39640
752,39729
753,39742
754,39893
755,39920
756,39982
757,39983
758,40043
759,40328
760,40364
761,40388
762,40395
763,40537
764,40558
765,40563
766,40652
767,40660
768,40679
769,40723
770,40829
771,40868
772,40935
773,40950
774,40998
775,41121
776,41124
777,41207
778,41213
779,41220
780,41238
781,41267
782,41303
783,41306
784,41314
785,41346
786,41372
787,41382
788,41392
789,41599
790,41627
791,41693
792,41694
793,41699
794,41717
795,41753
796,41770
797,41775
798,41779
799,41780
800,41788
801,41848
802,41916
803,41917
804,41921
805,41961
806,41968
807,41974
808,41986
809,42013
810,42015
811,42051
812,42063
813,42066
814,42067
815,42071
816,42085
817,42086
818,42180
819,42214
820,42234
821,42432
822,42433
823,42490
824,42509
825,42514
826,42518
827,42522
828,42527
829,42585
830,42619
831,42676
832,42692
833,42739
834,42780
835,42942
836,42957
837,42985
838,43037
839,43043
840,43045
841,43048
842,43100
843,43139
844,43236
845,43301
846,43304
847,43309
848,43316
849,43319
850,43325
851,43356
852,43374
853,43433
854,43437
855,43488
856,43521
857,43539
858,43542
859,43602
860,43603
861,43705
862,43743
863,43752
864,43881
865,43909
866,43969
867,43978
868,43989
869,44122
870,44140
871,44147
872,44156
873,44195
874,44227
875,44231
876,44232
877,44268
878,44292
879,44324
880,44331
881,44482
882,44483
883,44489
884,44506
885,44609
886,44617
887,44684
888,44856
889,44880
890,44925
891,44999
892,45141
893,45251
894,45342
895,45371
896,45424
897,45477
898,45556
899,45563
900,45566
901,45572
902,45638
903,45695
904,45710
905,45714
906,45765
907,45772
908,45815
909,45855
910,45861
911,45967
912,46117
913,46123
914,46189
915,46496
916,46564
917,46701
918,46759
919,46839
920,46869
921,46913
922,46919
923,46924
924,46960
925,46979
926,47011
927,47059
928,47153
929,47154
930,47196
931,47306
932,47623
933,47851
934,47857
935,47930
936,47941
937,47942
938,47962
939,48147
940,48155
941,48402
942,48403
943,48421
944,48450
945,48637
946,48644
947,48654
948,48737
949,48775
950,48795
951,48884
952,48978
953,48986
954,48988
955,49025
956,49033
957,49070
958,49139
959,49144
960,49147
961,49154
962,49178
963,49383
964,49483
965,49531
966,49535
967,49579
968,49689
969,49792
970,49824
971,49841
972,49924
973,49927
974,49983
975,50012
976,50015
977,50022
978,50029
979,50031
980,50103
981,50167
982,50217
983,50285
984,50324
985,50331
986,50354
987,50443
988,50446
989,50447
990,50652
991,50871
992,50879
993,50901
994,50976
995,50993
996,51110
997,51113
998,51200
999,51243
1000,51282
1001,51353
1002,51357
1003,51359
1004,51362
1005,51379
1006,51394
1007,51415
1008,51446
1009,51459
1010,51494
1011,51549
1012,51592
1013,51623
1014,51679
1015,51961
1016,51996
1017,52004
1018,52097
1019,52112
1020,52124
1021,52216
1022,52230
1023,52329
1024,52351
1025,52488
1026,52503
1027,52781
1028,52800
1029,52853
1030,52911
1031,52939
1032,52992
1033,53088
1034,53131
1035,53227
1036,53258
1037,53346
1038,53530
1039,53688
1040,53853
1041,53876
1042,53879
1043,53891
1044,53893
1045,53918
1046,54002
1047,54038
1048,54145
1049,54177
1050,54267
1051,54291
1052,54295
1053,54314
1054,54323
1055,54389
1056,54406
1057,54431
1058,54443
1059,54458
1060,54463
1061,54465
1062,54472
1063,54474
1064,54618
1065,54749
1066,54753
1067,54769
1068,54772
1069,54780
1070,54797
1071,54798
1072,54799
1073,54947
1074,54994
1075,55036
1076,55152
1077,55207
1078,55239
1079,55244
1080,55311
1081,55367
1082,55404
1083,55514
1084,55663
1085,55706
1086,55711
1087,55746
1088,55864
1089,55871
1090,55874
1091,55890
1092,55901
1093,55903
1094,55918
1095,55965
1096,55972
1097,55973
1098,55978
1099,55979
1100,55986
1101,55987
1102,55993
1103,56070
1104,56192
1105,56291
1106,56294
1107,56300
1108,56313
1109,56322
1110,56501
1111,56620
1112,56693
1113,56745
1114,56820
1115,56822
1116,56823
1117,56824
1118,56830
1119,56831
1120,56834
1121,57212
1122,57287
1123,57292
1124,57309
1125,57311
1126,57487
1127,57586
1128,57617
1129,57664
1130,57677
1131,57684
1132,57753
1133,57758
1134,57771
1135,57882
1136,57959
1137,58021
1138,58082
1139,58184
1140,58208
1141,58217
1142,58219
1143,58225
1144,58308
1145,58503
1146,58546
1147,58564
1148,58696
1149,58727
1150,58743
1151,58780
1152,58834
1153,58964
1154,59129
1155,59154
1156,59156
1157,59212
1158,59246
1159,59293
1160,59386
1161,59454
1162,59574
1163,59779
1164,59949
1165,60077
1166,60087
1167,60090
1168,60177
1169,60264
1170,60349
1171,60354
1172,60366
1173,60520
1174,60527
1175,60598
1176,60609
1177,60766
1178,60776
1179,60786
1180,60880
1181,60881
1182,60882
1183,60890
1184,60916
1185,61034
1186,61100
1187,61163
1188,61214
1189,61309
1190,61346
1191,61380
1192,61429
1193,61445
1194,61447
1195,61652
1196,61876
1197,61888
1198,61903
1199,62056
1200,62137
1201,62189
1202,62397
1203,62439
1204,62456
1205,62530
1206,62619
1207,62628
1208,62767
1209,62879
1210,63088
1211,63120
1212,63164
1213,63167
1214,63194
1215,63203
1216,63227
1217,63492
1218,63517
1219,63558
1220,63568
1221,63572
1222,63710
1223,63780
1224,63788
1225,63803
1226,63893
1227,64196
1228,64221
1229,64222
1230,64253
1231,64257
1232,64267
1233,64280
1234,64281
1235,64337
1236,64341
1237,64390
1238,64463
1239,64465
1240,64467
1241,64469
1242,64489
1243,64536
1244,64601
1245,64912
1246,64970
1247,64973
1248,65056
1249,65057
1250,65058
1251,65141
1252,65142
1253,65203
1254,65301
1255,65407
1256,65421
1257,65429
1258,65430
1259,65586
1260,65589
1261,65602
1262,65640
1263,65786
1264,65800
1265,65838
1266,65885
1267,65903
1268,65996
1269,66002
1270,66009
1271,66033
1272,66043
1273,66048
1274,66094
1275,66317
1276,66319
1277,66571
1278,66578
1279,66598
1280,66603
1281,66742
1282,66755
1283,66787
1284,66903
1285,66930
1286,66959
1287,66971
1288,66980
1289,67033
1290,67036
1291,67117
1292,67339
1293,67351
1294,67424
1295,67459
1296,67499
1297,67503
1298,67511
1299,67516
1300,67565
1301,67573
1302,67591
1303,67594
1304,67608
1305,67647
1306,67715
1307,67718
1308,67886
1309,67996
1310,68061
1311,68239
1312,68250
1313,68370
1314,68373
1315,68401
1316,68551
1317,68583
1318,68586
1319,68624
1320,68740
1321,68742
1322,68743
1323,68799
1324,68914
1325,68987
1326,69041
1327,69225
1328,69235
1329,69254
1330,69256
1331,69282
1332,69294
1333,69337
1334,69364
1335,69376
1336,69416
1337,69422
1338,69457
1339,69527
1340,69529
1341,69566
1342,69638
1343,69665
1344,69689
1345,69725
1346,69806
1347,69811
1348,70003
1349,70014
1350,70219
1351,70247
1352,70301
1353,70311
1354,70321
1355,70329
1356,70334
1357,70414
1358,70519
1359,70520
1360,70701
1361,70857
1362,70858
1363,70893
1364,70896
1365,70899
1366,70945
1367,71241
1368,71347
1369,71416
1370,71417
1371,71482
1372,71556
1373,71582
1374,71608
1375,71623
1376,71637
1377,71647
1378,71649
1379,71650
1380,71654
1381,71849
1382,71898
1383,72142
1384,72208
1385,72229
1386,72255
1387,72377
1388,72418
1389,72632
1390,72637
1391,72753
1392,72795
1393,72870
1394,72975
1395,72979
1396,72980
1397,73039
1398,73101
1399,73104
1400,73147
1401,73220
1402,73242
1403,73266
1404,73283
1405,73314
1406,73439
1407,73694
1408,73732
1409,74008
1410,74236
1411,74260
1412,74276
1413,74277
1414,74295
1415,74318
1416,74431
1417,74432
1418,74544
1419,74567
1420,74581
1421,74821
1422,74846
1423,74884
1424,74922
1425,74936
1426,74937
1427,74948
1428,74953
1429,75029
1430,75188
1431,75200
1432,75313
1433,75315
1434,75344
1435,75423
1436,75450
1437,75510
1438,75625
1439,75757
1440,75764
1441,75780
1442,75880
1443,75948
1444,76067
1445,76088
1446,76103
1447,76114
1448,76201
1449,76220
1450,76222
1451,76233
1452,76280
1453,76305
1454,76362
1455,76470
1456,76476
1457,76488
1458,76558
1459,76667
1460,76730
1461,76781
1462,76810
1463,76815
1464,76884
1465,76899
1466,76904
1467,76905
1468,77026
1469,77027
1470,77098
1471,77101
1472,77166
1473,77278
1474,77304
1475,77358
1476,77367
1477,77386
1478,77426
1479,77505
1480,77657
1481,77708
1482,77738
1483,77740
1484,77753
1485,77827
1486,77834
1487,77867
1488,77885
1489,77907
1490,78038
1491,78252
1492,78321
1493,78358
1494,78360
1495,78409
1496,78433
1497,78456
1498,78495
1499,78624
1500,78752
1501,78825
1502,78844
1503,79013
1504,79050
1505,79070
1506,79139
1507,79157
1508,79224
1509,79512
1510,79556
1511,79688
1512,79776
1513,79796
1514,79886
1515,79888
1516,79908
1517,79951
1518,79982
1519,79985
1520,79993
1521,80012
1522,80072
1523,80203
1524,80214
1525,80218
1526,80227
1527,80236
1528,80301
1529,80315
1530,80317
1531,80349
1532,80364
1533,80372
1534,80373
1535,80437
1536,80493
1537,80547
1538,80731
1539,80739
1540,80740
1541,80762
1542,80807
1543,80980
1544,81025
1545,81099
1546,81136
1547,81137
1548,81139
1549,81198
1550,81208
1551,81210
1552,81233
1553,81339
1554,81345
1555,81398
1556,81430
1557,81621
1558,81958
1559,82098
1560,82128
1561,82161
1562,82177
1563,82213
1564,82280
1565,82396
1566,82511
1567,82606
1568,82652
1569,82658
1570,82659
1571,82707
1572,82748
1573,82849
1574,82878
1575,83151
1576,83156
1577,83183
1578,83285
1579,83288
1580,83315
1581,83324
1582,83325
1583,83335
1584,83403
1585,83457
1586,83544
1587,83545
1588,83631
1589,83668
1590,83728
1591,83807
1592,83812
1593,83813
1594,83818
1595,83832
1596,83905
1597,83931
1598,84039
1599,84116
1600,84154
1601,84165
1602,84166
1603,84302
1604,84371
1605,84374
1606,84439
1607,84455
1608,84550
1609,84570
1610,84605
1611,84718
1612,84887
1613,85089
1614,85168
1615,85211
1616,85266
1617,85298
1618,85394
1619,85483
1620,85487
1621,85655
1622,85671
1623,85683
1624,85822
1625,85826
1626,85854
1627,85907
1628,85917
1629,85931
1630,85976
1631,86009
1632,86017
1633,86028
1634,86069
1635,86422
1636,86477
1637,86691
1638,86697
1639,86709
1640,86796
1641,86852
1642,86884
1643,86904
1644,86908
1645,86923
1646,86992
1647,87001
1648,87052
1649,87116
1650,87226
1651,87244
1652,87352
1653,87471
1654,87477
1655,87510
1656,87542
1657,87550
1658,87650
1659,87735
1660,87822
1661,87835
1662,87836
1663,87873
1664,87946
1665,87951
1666,88195
1667,88224
1668,88225
1669,88299
1670,88443
1671,88504
1672,88557
1673,88562
1674,88569
1675,88689
1676,88810
1677,88821
1678,88825
1679,88835
1680,88836
1681,88841
1682,88846
1683,88853
1684,88856
1685,88857
1686,88861
1687,88863
1688,88909
1689,88931
1690,88987
1691,89024
1692,89031
1693,89132
1694,89274
1695,89275
1696,89335
1697,89365
1698,89404
1699,89405
1700,89517
1701,89557
1702,90008
1703,90259
1704,90330
1705,90405
1706,90443
1707,90585
1708,90596
1709,90601
1710,90664
1711,90732
1712,90762
1713,90785
1714,90792
1715,90844
1716,90946
1717,91048
1718,91064
1719,91100
1720,91136
1721,91208
1722,91246
1723,91270
1724,91282
1725,91287
1726,91294
1727,91304
1728,91336
1729,91346
1730,91390
1731,91420
1732,91430
1733,91523
1734,91551
1735,91552
1736,91554
1737,91571
1738,91584
1739,91636
1740,91648
1741,91694
1742,91743
1743,91787
1744,91827
1745,91917
1746,91969
1747,92093
1748,92349
1749,92391
1750,92548
1751,92551
1752,92592
1753,92841
1754,93039
1755,93067
1756,93091
1757,93170
1758,93292
1759,93314
1760,93335
1761,93395
1762,93472
1763,93487
1764,93491
1765,93570
1766,93649
1767,93654
1768,93752
1769,93765
1770,93899
1771,93944
1772,93986
1773,94032
1774,94092
1775,94328
1776,94339
1777,94377
1778,94379
1779,94440
1780,94498
1781,94535
1782,94616
1783,94640
1784,94709
1785,94715
1786,94733
1787,94796
1788,94898
1789,94904
1790,94928
1791,94930
1792,95054
1793,95256
1794,95422
1795,95515
1796,95690
1797,95743
1798,95810
1799,95872
1800,95944
1801,95985
1802,96060
1803,96076
1804,96083
1805,96121
1806,96130
1807,96245
1808,96258
1809,96260
1810,96286
1811,96421
1812,96425
1813,96435
1814,96458
1815,96645
1816,96654
1817,96656
1818,96728
1819,96788
1820,96840
1821,96850
1822,96911
1823,97266
1824,97270
1825,97307
1826,97509
1827,97554
1828,97556
1829,97557
1830,97574
1831,97577
1832,97628
1833,97642
1834,97679
1835,97735
1836,97961
1837,97964
1838,97967
1839,97983
1840,98046
1841,98107
1842,98288
1843,98317
1844,98323
1845,98337
1846,98361
1847,98414
1848,98501
1849,98508
1850,98514
1851,98694
1852,98701
1853,98738
1854,98908
1855,99022
1856,99024
1857,99134
1858,99157
1859,99161
1860,99550
1861,99567
1862,99685
1863,99812
1864,100034
1865,100045
1866,100065
1867,100074
1868,100169
1869,100246
1870,100258
1871,100285
1872,100315
1873,100369
1874,100370
1875,100385
1876,100397
1877,100455
1878,100479
1879,100518
1880,100631
1881,100640
1882,100659
1883,100679
1884,100717
1885,100741
1886,100773
1887,100842
1888,100906
1889,100951
1890,100981
1891,100985
1892,101001
1893,101010
1894,101078
1895,101079
1896,101197
1897,101344
1898,101388
1899,101476
1900,101605
1901,101630
1902,101824
1903,101852
1904,101853
1905,101875
1906,101889
1907,101907
1908,102007
1909,102026
1910,102046
1911,102072
1912,102092
1913,102226
1914,102227
1915,102240
1916,102241
1917,102285
1918,102336
1919,102345
1920,102386
1921,102417
1922,102511
1923,102937
1924,103002
1925,103121
1926,103217
1927,103224
1928,103227
1929,103239
1930,103324
1931,103406
1932,103414
1933,103439
1934,103452
1935,103486
1936,103522
1937,103531
1938,103542
1939,103547
1940,103584
1941,103586
1942,103609
1943,103647
1944,103874
1945,103876
1946,103885
1947,103928
1948,104041
1949,104108
1950,104173
1951,104195
1952,104255
1953,104267
1954,104295
1955,104452
1956,104507
1957,104513
1958,104640
1959,104659
1960,104857
1961,104923
1962,104964
1963,104994
1964,105058
1965,105088
1966,105096
1967,105163
1968,105182
1969,105183
1970,105194
1971,105454
1972,105457
1973,105581
1974,105592
1975,105690
1976,105696
1977,105703
1978,105794
1979,105878
1980,105965
1981,105986
1982,105987
1983,105988
1984,105993
1985,105994
1986,106170
1987,106199
1988,106202
1989,106256
1990,106269
1991,106299
1992,106384
1993,106385
1994,106450
1995,106592
1996,106613
1997,106638
1998,106667
1999,106747
2000,106919
2001,107036
2002,107084
2003,107166
2004,107226
2005,107228
2006,107245
2007,107298
2008,107342
2009,107355
2010,107357
2011,107438
2012,107681
2013,107683
2014,107697
2015,107744
2016,107970
2017,108037
2018,108083
2019,108197
2020,108226
2021,108409
2022,108493
2023,108651
2024,108683
2025,108692
2026,108717
2027,108753
2028,108859
2029,108862
2030,109081
2031,109144
2032,109236
2033,109329
2034,109344
2035,109397
2036,109602
2037,109660
2038,109662
2039,109721
2040,109757
2041,109815
2042,109883
2043,109935
2044,109977
2045,110021
2046,110056
2047,110067
2048,110179
2049,110251
2050,110346
2051,110400
2052,110450
2053,110461
2054,110548
2055,110584
2056,110677
2057,110758
2058,110784
2059,110789
2060,110795
2061,110971
2062,110972
2063,110975
2064,111004
2065,111042
2066,111043
2067,111069
2068,111075
2069,111165
2070,111177
2071,111246
2072,111453
2073,111731
2074,111893
2075,111900
2076,112000
2077,112003
2078,112078
2079,112092
2080,112117
2081,112238
2082,112364
2083,112393
2084,112505
2085,112527
2086,112616
2087,112618
2088,112673
2089,112680
2090,112682
2091,112686
2092,112687
2093,112688
2094,112690
2095,112692
2096,112791
2097,112798
2098,112807
2099,112889
2100,113006
2101,113043
2102,113081
2103,113110
2104,113167
2105,113217
2106,113248
2107,113315
2108,113328
2109,113362
2110,113370
2111,113373
2112,113429
2113,113460
2114,113476
2115,113485
2116,113497
2117,113544
2118,113623
2119,113635
2120,113748
2121,113754
2122,113759
2123,113774
2124,113786
2125,113853
2126,113932
2127,114082
2128,114104
2129,114114
2130,114160
2131,114171
2132,114222
2133,114260
2134,114299
2135,114301
2136,114321
2137,114343
2138,114351
2139,114581
2140,114601
2141,114639
2142,114654
2143,114672
2144,114715
2145,114747
2146,114755
2147,114766
2148,114767
2149,114800
2150,114821
2151,114827
2152,114897
2153,114907
2154,114914
2155,114942
2156,115036
2157,115101
2158,115173
2159,115198
2160,115252
2161,115289
2162,115328
2163,115353
2164,115524
2165,115584
2166,115649
2167,115784
2168,115808
2169,115900
2170,115903
2171,115907
2172,115909
2173,115911
2174,115915
2175,115999
2176,116014
2177,116044
2178,116241
2179,116262
2180,116265
2181,116272
2182,116342
2183,116521
2184,116607
2185,116620
2186,116621
2187,116719
2188,116729
2189,116733
2190,116800
2191,116837
2192,116869
2193,116926
2194,116985
2195,117010
2196,117167
2197,117262
2198,117325
2199,117357
2200,117426
2201,117496
2202,117540
2203,117559
2204,117574
2205,117696
2206,117700
2207,117746
2208,117749
2209,117776
2210,117779
2211,117959
2212,118028
2213,118042
2214,118109
2215,118114
2216,118150
2217,118236
2218,118254
2219,118317
2220,118624
2221,118630
2222,118638
2223,118689
2224,118692
2225,118707
2226,118736
2227,118851
2228,118852
2229,118882
2230,118885
2231,119046
2232,119153
2233,119331
2234,119333
2235,119363
2236,119406
2237,119417
2238,119502
2239,119660
2240,119702
2241,119877
2242,119890
2243,119968
2244,119972
2245,119980
2246,120071
2247,120140
2248,120340
2249,120398
2250,120490
2251,120606
2252,121195
2253,121222
2254,121232
2255,121241
2256,121365
2257,121427
2258,121442
2259,121527
2260,121558
2261,121560
2262,121571
2263,121854
2264,121863
2265,121967
2266,122052
2267,122105
2268,122300
2269,122301
2270,122306
2271,122316
2272,122382
2273,122411
2274,122434
2275,122455
2276,122553
2277,122556
2278,122654
2279,122697
2280,122720
2281,122769
2282,122782
2283,122793
2284,122815
2285,122818
2286,122827
2287,122830
2288,122835
2289,123147
2290,123204
2291,123222
2292,123322
2293,123323
2294,123334
2295,123345
2296,123380
2297,123394
2298,123396
2299,123397
2300,123398
2301,123538
2302,123652
2303,123673
2304,123711
2305,123901
2306,123942
2307,124037
2308,124136
2309,124320
2310,124350
2311,124362
2312,124374
2313,124390
2314,124544
2315,124558
2316,124613
2317,124720
2318,124725
2319,124728
2320,124916
2321,124920
2322,124940
2323,124942
2324,124993
2325,125038
2326,125051
2327,125055
2328,125057
2329,125091
2330,125107
2331,125289
2332,125512
2333,125598
2334,125605
2335,125652
2336,125692
2337,125712
2338,125715
2339,125718
2340,125750
2341,125809
2342,125900
2343,125946
2344,125962
2345,126036
2346,126061
2347,126293
2348,126294
2349,126303
2350,126329
2351,126476
2352,126502
2353,126516
2354,126573
2355,126578
2356,126619
2357,126628
2358,126714
2359,126921
2360,126944
2361,126946
2362,126996
2363,126997
2364,126998
2365,126999
2366,127000
2367,127020
2368,127052
2369,127102
2370,127123
2371,127188
2372,127190
2373,127222
2374,127244
2375,127282
2376,127294
2377,127426
2378,127535
2379,127542
2380,127545
2381,127573
2382,127645
2383,127663
2384,127667
2385,127675
2386,127685
2387,127693
2388,127710
2389,127752
2390,127781
2391,127782
2392,127799
2393,127905
2394,128081
2395,128093
2396,128094
2397,128111
2398,128255
2399,128265
2400,128303
2401,128305
2402,128553
2403,128601
2404,128805
2405,128934
2406,128937
2407,128952
2408,128956
2409,128978
2410,128979
2411,128980
2412,128983
2413,128991
2414,129018
2415,129059
2416,129072
2417,129182
2418,129183
2419,129202
2420,129232
2421,129406
2422,129500
2423,129536
2424,129555
2425,129596
2426,129618
2427,129685
2428,129695
2429,129756
2430,129758
2431,129762
2432,129772
2433,129926
2434,129996
2435,130024
2436,130079
2437,130099
2438,130129
2439,130134
2440,130139
2441,130143
2442,130176
2443,130250
2444,130272
2445,130339
2446,130411
2447,130492
2448,130519
2449,130537
2450,130547
2451,130579
2452,130606
2453,130655
2454,130677
2455,130712
2456,130860
2457,130930
2458,130951
2459,130952
2460,130953
2461,130973
2462,130981
2463,131014
2464,131089
2465,131098
2466,131118
2467,131203
2468,131314
2469,131411
2470,131442
2471,131609
2472,131723
2473,131748
2474,131804
2475,131900
2476,131942
2477,132074
2478,132224
2479,132335
2480,132336
2481,132365
2482,132373
2483,132414
2484,132452
2485,132461
2486,132474
2487,132540
2488,132566
2489,132734
2490,132805
2491,132860
2492,132901
2493,132930
2494,132995
2495,132997
2496,133019
2497,133070
2498,133155
