,short_sentence_index
371,1661
372,570
373,101
374,376
375,754
376,261
377,99
378,254
379,302
380,168
381,168
382,52
383,1052
384,302
385,241
386,1592
387,68
388,499
389,68
390,28
391,1208
392,258
393,1208
394,834
395,834
396,28
397,754
398,99
399,302
400,673
401,128
402,5
403,0
404,834
405,376
406,2382
407,116
408,261
409,223
410,171
411,223
412,7
413,254
414,5
415,783
416,95
417,1592
418,46
419,123
420,376
421,1592
422,128
423,6
424,570
425,148
426,168
427,93
428,1052
429,567
430,44
431,118
432,302
433,148
434,120
435,771
436,118
437,1592
438,52
439,776
440,1208
441,68
442,118
443,44
444,223
445,171
446,1661
447,79
448,54
449,63
450,567
451,1052
452,7
453,302
454,241
455,673
456,25
457,1592
458,2047
459,7
460,54
461,1052
462,258
463,1592
464,376
465,171
466,775
467,79
468,776
469,1052
470,99
471,99
472,148
473,95
474,1052
475,6
476,44
477,7
478,131
479,6
480,5
481,775
482,706
483,79
484,775
485,39
486,1052
487,261
488,1052
489,52
490,69
491,223
492,69
493,99
494,241
495,12
496,783
497,1155
498,567
499,706
500,499
501,673
502,44
503,62
504,63
505,69
506,706
507,1155
508,376
509,99
510,171
511,171
512,54
513,28
514,1155
515,25
516,25
517,1052
518,254
519,12
520,1155
521,28
522,25
523,5
524,261
525,68
526,44
527,99
528,25
529,376
530,783
531,39
532,12
533,834
534,567
535,1592
536,258
537,567
538,1052
539,1052
540,887
541,1592
542,171
543,131
544,95
545,1155
546,62
547,168
548,499
549,54
550,223
551,54
552,2047
553,1155
554,93
555,171
556,1155
557,1155
558,241
559,834
560,5
561,723
562,52
563,1155
564,12
565,241
566,834
567,1155
568,302
569,93
570,254
571,46
572,887
573,567
574,1155
575,302
576,1155
577,1155
578,204
579,1592
580,1155
581,549
582,567
583,771
584,93
585,99
586,3279
587,0
588,1155
589,66
590,723
591,1208
592,1052
593,254
594,258
595,131
596,62
597,7
598,5
599,148
600,118
601,567
602,254
603,5
604,93
605,116
606,7
607,1208
608,68
609,93
610,168
611,241
612,25
613,25
614,131
615,5
616,79
617,12
618,25
619,1661
620,52
621,93
622,223
623,28
624,12
625,79
626,171
627,168
628,1052
629,44
630,204
631,302
632,887
633,46
634,68
635,44
636,499
637,99
638,44
639,567
640,834
641,499
642,673
643,44
644,775
645,68
646,46
647,120
648,1155
649,171
650,241
651,44
652,25
653,499
654,7
655,302
656,62
657,834
658,39
659,66
660,204
661,120
662,54
663,79
664,79
665,123
666,5
667,39
668,79
669,44
670,12
671,7
672,254
673,7
674,168
675,168
676,63
677,1592
678,44
679,44
680,131
681,62
682,1591
683,116
684,1592
685,302
686,1592
687,148
688,723
689,123
690,25
691,834
692,673
693,834
694,2047
695,62
696,499
697,79
698,261
699,128
700,54
701,63
702,79
703,46
704,834
705,261
706,376
707,673
708,499
709,79
710,7
711,1208
712,7
713,68
714,1592
715,79
716,1405
717,99
718,2047
719,99
720,241
721,567
722,204
723,95
724,376
725,93
726,887
727,776
728,5
729,44
730,5
731,241
732,499
733,54
734,261
735,99
736,52
737,1052
738,260
739,261
740,12
741,95
742,223
743,69
744,570
745,128
746,4014
747,1592
748,302
749,302
750,93
751,95
752,39
753,171
754,118
755,79
756,1592
757,44
758,28
759,570
760,148
761,99
762,254
763,6
764,567
765,25
766,834
767,570
768,62
769,887
770,302
771,549
772,99
773,52
774,46
775,834
776,69
777,95
778,39
779,148
780,887
781,116
782,168
783,68
784,12
785,68
786,775
787,1208
788,570
789,44
790,69
791,204
792,44
793,79
794,25
795,499
796,887
797,39
798,168
799,5
800,302
801,68
802,1155
803,168
804,54
805,44
806,261
807,1208
808,241
809,1661
810,93
811,131
812,499
813,168
814,7
815,168
816,254
817,260
818,28
819,223
820,1208
821,570
822,52
823,260
824,706
825,25
826,241
827,99
828,25
829,1052
830,567
831,1052
832,68
833,754
834,128
835,39
836,260
837,25
838,260
839,52
840,123
841,5
842,46
843,69
844,123
845,1052
846,260
847,93
848,260
849,6
850,44
851,570
852,123
853,1052
854,39
855,254
856,99
857,131
858,46
859,1208
860,776
861,673
862,887
863,754
864,68
865,44
866,123
867,95
868,62
869,1661
870,204
871,549
872,46
873,79
874,1592
875,99
876,52
877,204
878,834
879,168
880,0
881,12
882,376
883,834
884,95
885,54
886,7
887,302
888,302
889,771
890,567
891,128
892,123
893,93
894,570
895,118
896,39
897,39
898,1591
899,775
900,44
901,148
902,754
903,28
904,376
905,39
906,673
907,68
908,46
909,6
910,46
911,54
912,79
913,499
914,5
915,223
916,171
917,570
918,123
919,567
920,570
921,46
922,570
923,0
924,79
925,3279
926,68
927,302
928,1592
929,223
930,68
931,1591
932,567
933,887
934,1661
935,567
936,69
937,6
938,66
939,302
940,499
941,12
942,834
943,223
944,68
945,123
946,69
947,706
948,771
949,54
950,44
951,128
952,1208
953,567
954,223
955,723
956,7
957,223
958,99
959,223
960,7
961,223
962,261
963,302
964,79
965,12
966,116
967,79
968,241
969,673
970,7
971,168
972,223
973,68
974,775
975,754
976,118
977,376
978,69
979,123
980,2047
981,99
982,168
983,7
984,5
985,567
986,101
987,567
988,223
989,499
990,2047
991,1208
992,93
993,171
994,1155
995,887
996,6
997,254
998,1592
999,148
1000,28
1001,223
1002,44
1003,62
1004,499
1005,1591
1006,118
1007,63
1008,261
1009,46
1010,116
1011,118
1012,148
1013,28
1014,723
1015,99
1016,204
1017,128
1018,723
1019,6
1020,549
1021,128
1022,95
1023,254
1024,887
1025,101
1026,171
1027,706
1028,1591
1029,1208
1030,69
1031,116
1032,68
1033,376
1034,62
1035,12
1036,25
1037,25
1038,95
1039,99
1040,62
1041,131
1042,834
1043,25
1044,69
1045,168
1046,12
1047,39
1048,7
1049,776
1050,499
1051,99
1052,7
1053,28
1054,376
1055,223
1056,1155
1057,302
1058,116
1059,79
1060,0
1061,28
1062,123
1063,171
1064,723
1065,1661
1066,241
1067,2047
1068,302
1069,44
1070,834
1071,2382
1072,52
1073,62
1074,79
1075,123
1076,7
1077,7
1078,204
1079,260
1080,376
1081,62
1082,69
1083,1592
1084,302
1085,6
1086,261
1087,254
1088,241
1089,93
1090,1592
1091,1052
1092,44
1093,7
1094,376
1095,261
1096,7
1097,99
1098,95
1099,54
1100,44
1101,95
1102,95
1103,570
1104,44
1105,28
1106,6
1107,28
1108,52
1109,95
1110,2047
1111,241
1112,241
1113,7
1114,723
1115,261
1116,754
1117,28
1118,54
1119,44
1120,116
1121,44
1122,302
1123,6
1124,12
1125,549
1126,776
1127,131
1128,123
1129,123
1130,834
1131,46
1132,1052
1133,376
1134,254
1135,171
1136,673
1137,241
1138,887
1139,834
1140,241
1141,258
1142,6
1143,2047
1144,258
1145,223
1146,28
1147,570
1148,148
1149,1052
1150,254
1151,25
1152,7
1153,254
1154,673
1155,131
1156,258
1157,1592
1158,1155
1159,223
1160,28
1161,116
1162,44
1163,7
1164,241
1165,1052
1166,376
1167,376
1168,771
1169,2047
1170,1052
1171,1592
1172,123
1173,101
1174,63
1175,93
1176,95
1177,499
1178,567
1179,52
1180,254
1181,2047
1182,44
1183,68
1184,79
1185,12
1186,116
1187,1661
1188,95
1189,39
1190,118
1191,834
1192,1208
1193,6
1194,302
1195,123
1196,223
1197,28
1198,6548
1199,148
1200,54
1201,128
1202,44
1203,168
1204,204
1205,1592
1206,168
1207,93
1208,1592
1209,131
1210,79
1211,68
1212,1407
1213,499
1214,1155
1215,499
1216,118
1217,12
1218,499
1219,570
1220,223
1221,28
1222,6685
1223,567
1224,567
1225,93
1226,834
1227,567
1228,783
1229,28
1230,887
1231,168
1232,1208
1233,1592
1234,25
1235,1052
1236,66
1237,69
1238,52
1239,1208
1240,93
1241,887
1242,116
1243,1155
1244,171
1245,204
1246,723
1247,302
1248,834
1249,39
1250,1155
1251,376
1252,834
1253,28
1254,887
1255,887
1256,302
1257,44
1258,570
1259,44
1260,223
1261,28
1262,570
1263,775
1264,776
1265,1208
1266,28
1267,79
1268,1052
1269,62
1270,261
1271,834
1272,261
1273,68
1274,168
1275,302
1276,673
1277,567
1278,834
1279,62
1280,887
1281,204
1282,1052
1283,5
1284,79
1285,376
1286,128
1287,168
1288,7
1289,68
1290,39
1291,1052
1292,376
1293,302
1294,258
1295,79
1296,260
1297,131
1298,6
1299,46
1300,1592
1301,39
1302,302
1303,1592
1304,1155
1305,148
1306,44
1307,776
1308,99
1309,95
1310,79
1311,834
1312,95
1313,131
1314,62
1315,254
1316,834
1317,46
1318,95
1319,1052
1320,46
1321,258
1322,254
1323,62
1324,95
1325,63
1326,302
1327,260
1328,25
1329,6
1330,376
1331,223
1332,706
1333,148
1334,62
1335,99
1336,52
1337,12
1338,834
1339,5
1340,771
1341,68
1342,261
1343,204
1344,12
1345,783
1346,69
1347,241
1348,131
1349,834
1350,775
1351,54
1352,499
1353,5
1354,754
1355,99
1356,204
1357,6
1358,302
1359,775
1360,2047
1361,302
1362,46
1363,258
1364,6
1365,6
1366,776
1367,69
1368,63
1369,499
1370,93
1371,116
1372,54
1373,258
1374,52
1375,128
1376,254
1377,776
1378,79
1379,44
1380,376
1381,376
1382,223
1383,69
1384,1715
1385,52
1386,1208
1387,261
1388,63
1389,116
1390,116
1391,116
1392,52
1393,204
1394,204
1395,7444
1396,131
1397,204
1398,63
1399,570
1400,754
1401,12
1402,499
1403,44
1404,1661
1405,673
1406,25
1407,44
1408,54
1409,499
1410,771
1411,1591
1412,118
1413,12
1414,1208
1415,95
1416,302
1417,39
1418,1815
1419,754
1420,131
1421,570
1422,567
1423,673
1424,1155
1425,776
1426,1815
1427,1155
1428,1815
1429,128
1430,260
1431,204
1432,128
1433,723
1434,69
1435,706
1436,123
1437,54
1438,302
1439,302
1440,887
1441,93
1442,7
1443,261
1444,775
1445,3279
1446,95
1447,258
1448,776
1449,128
1450,241
1451,12
1452,1815
1453,79
1454,241
1455,887
1456,776
1457,1155
1458,46
1459,68
1460,128
1461,567
1462,567
1463,148
1464,99
1465,887
1466,52
1467,95
1468,68
1469,5
1470,549
1471,776
1472,95
1473,52
1474,241
1475,261
1476,5
1477,302
1478,723
1479,101
1480,39
1481,570
1482,0
1483,123
1484,1592
1485,754
1486,204
1487,7
1488,775
1489,834
1490,7
1491,771
1492,775
1493,7
1494,46
1495,258
1496,706
1497,887
1498,39
1499,7
1500,66
1501,4014
1502,131
1503,79
1504,887
1505,776
1506,93
1507,123
1508,204
1509,1052
1510,69
1511,204
1512,69
1513,1208
1514,69
1515,93
1516,261
1517,39
1518,258
1519,260
1520,567
1521,254
1522,116
1523,54
1524,44
1525,7
1526,131
1527,123
1528,46
1529,79
1530,68
1531,1052
1532,79
1533,5
1534,254
1535,0
1536,79
1537,204
1538,168
1539,302
1540,63
1541,12
1542,52
1543,1592
1544,118
1545,706
1546,2047
1547,123
1548,1052
1549,168
1550,116
1551,62
1552,241
1553,44
1554,168
1555,101
1556,499
1557,0
1558,168
1559,754
1560,12
1561,52
1562,302
1563,62
1564,95
1565,39
1566,12
1567,148
1568,54
1569,44
1570,6
1571,260
1572,148
1573,241
1574,376
1575,46
1576,63
1577,570
1578,44
1579,1208
1580,5
1581,69
1582,68
1583,168
1584,52
1585,241
1586,1052
1587,834
1588,52
1589,54
1590,93
1591,12
1592,54
1593,723
1594,7
1595,499
1596,7
1597,46
1598,771
1599,1592
1600,54
1601,69
1602,46
1603,204
1604,673
1605,302
1606,68
1607,834
1608,1208
1609,25
1610,25
1611,68
1612,68
1613,99
1614,302
1615,6
1616,241
1617,570
1618,223
1619,69
1620,570
1621,39
1622,261
1623,723
1624,673
1625,6
1626,25
1627,771
1628,834
1629,261
1630,123
1631,63
1632,123
1633,69
1634,123
1635,101
1636,223
1637,3279
1638,69
1639,241
1640,7
1641,168
1642,44
1643,79
1644,834
1645,93
1646,52
1647,131
1648,52
1649,834
1650,499
1651,6
1652,261
1653,79
1654,223
1655,499
1656,834
1657,52
1658,168
1659,1661
1660,223
1661,95
1662,261
1663,52
1664,261
1665,204
1666,258
1667,168
1668,1052
1669,52
1670,260
1671,131
1672,52
1673,69
1674,7
1675,499
1676,168
1677,241
1678,7
1679,706
1680,131
1681,499
1682,887
1683,79
1684,5
1685,79
1686,44
1687,241
1688,567
1689,95
1690,52
1691,499
1692,776
1693,302
1694,46
1695,241
1696,168
1697,723
1698,118
1699,99
1700,834
1701,25
1702,25
1703,771
1704,723
1705,834
1706,223
1707,673
1708,223
1709,223
1710,302
1711,12
1712,52
1713,1208
1714,1052
1715,254
1716,776
1717,95
1718,68
1719,754
1720,131
1721,12
1722,6
1723,63
1724,567
1725,204
1726,254
1727,52
1728,673
1729,254
1730,52
1731,93
1732,52
1733,776
1734,258
1735,887
1736,95
1737,52
1738,93
1739,79
1740,706
1741,570
1742,168
1743,1052
1744,39
1745,39
1746,148
1747,5
1748,204
1749,46
1750,549
1751,6
1752,44
1753,131
1754,68
1755,6
1756,116
1757,1592
1758,204
1759,95
1760,567
1761,204
1762,570
1763,28
1764,1155
1765,99
1766,44
1767,549
1768,887
1769,63
1770,1592
1771,131
1772,66
1773,52
1774,79
1775,723
1776,549
1777,302
1778,116
1779,69
1780,0
1781,887
1782,567
1783,168
1784,63
1785,1208
1786,1715
1787,6
1788,549
1789,5
1790,1155
1791,776
1792,44
1793,261
1794,131
1795,148
1796,1208
1797,1592
1798,12
1799,376
1800,302
1801,25
1802,254
1803,1155
1804,776
1805,52
1806,44
1807,99
1808,116
1809,567
1810,241
1811,44
1812,241
1813,12
1814,44
1815,95
1816,131
1817,54
1818,52
1819,241
1820,123
1821,7
1822,254
1823,7
1824,887
1825,261
1826,567
1827,302
1828,93
1829,567
1830,261
1831,254
1832,1155
1833,204
1834,223
1835,723
1836,3279
1837,99
1838,4014
1839,776
1840,376
1841,68
1842,302
1843,12
1844,116
1845,39
1846,7
1847,63
1848,1052
1849,46
1850,54
1851,6685
1852,63
1853,776
1854,673
1855,887
1856,1155
1857,223
1858,723
1859,93
1860,95
1861,549
1862,549
1863,549
1864,302
1865,887
1866,168
1867,887
1868,260
1869,204
1870,887
1871,204
1872,261
1873,123
1874,5
1875,5
1876,771
1877,204
1878,834
1879,39
1880,44
1881,68
1882,131
1883,567
1884,46
1885,5
1886,302
1887,376
1888,25
1889,131
1890,46
1891,12
1892,168
1893,118
1894,131
1895,1052
1896,1052
1897,2047
1898,567
1899,261
1900,131
1901,12
1902,776
1903,25
1904,1661
1905,254
1906,171
1907,95
1908,834
1909,204
1910,93
1911,834
1912,1591
1913,148
1914,2382
1915,95
1916,887
1917,258
1918,776
1919,12
1920,39
1921,95
1922,499
1923,52
1924,95
1925,118
1926,101
1927,79
1928,567
1929,376
1930,1208
1931,204
1932,131
1933,99
1934,549
1935,549
1936,7
1937,1208
1938,887
1939,549
1940,549
1941,549
1942,549
1943,171
1944,549
1945,258
1946,776
1947,148
1948,5
1949,258
1950,25
1951,376
1952,99
1953,258
1954,118
1955,302
1956,549
1957,549
1958,46
1959,1155
1960,1592
1961,223
1962,69
1963,783
1964,1155
1965,12
1966,204
1967,673
1968,116
1969,776
1970,168
1971,1155
1972,7
1973,1155
1974,62
1975,68
1976,1155
1977,39
1978,302
1979,241
1980,499
1981,54
1982,131
1983,1155
1984,54
1985,5
1986,567
1987,148
1988,69
1989,12
1990,93
1991,1052
1992,783
1993,63
1994,1155
1995,99
1996,128
1997,68
1998,54
1999,567
2000,1155
2001,101
2002,673
2003,1815
2004,63
2005,1155
2006,499
2007,7
2008,567
2009,148
2010,123
2011,673
2012,28
2013,12
2014,499
2015,68
2016,1815
2017,123
2018,93
2019,1208
2020,887
2021,69
2022,6685
2023,1155
2024,549
2025,68
2026,93
2027,6
2028,1052
2029,570
2030,258
2031,302
2032,549
2033,261
2034,6685
2035,1155
2036,204
2037,62
2038,95
2039,6685
2040,1155
2041,241
2042,123
2043,254
2044,260
2045,499
2046,1155
2047,63
2048,1592
2049,63
2050,260
2051,376
2052,7
2053,6
2054,1155
2055,131
2056,28
2057,52
2058,79
2059,567
2060,6
2061,204
2062,1155
2063,254
2064,148
2065,261
2066,116
2067,79
2068,254
2069,168
2070,99
2071,39
2072,68
2073,46
2074,116
2075,93
2076,99
2077,5
2078,6
2079,62
2080,7
2081,261
2082,52
2083,776
2084,99
2085,99
2086,39
2087,260
2088,79
2089,776
2090,241
2091,6
2092,99
2093,5
2094,6
2095,499
2096,25
2097,168
2098,5
2099,723
2100,93
2101,7
2102,258
2103,99
2104,95
2105,99
2106,1592
2107,254
2108,93
2109,6
2110,5
2111,499
2112,123
2113,834
2114,1052
2115,1052
2116,887
2117,258
2118,254
2119,7
2120,46
2121,241
2122,254
2123,3279
2124,63
2125,223
2126,723
2127,123
2128,2382
2129,95
2130,302
2131,754
2132,93
2133,68
2134,723
2135,204
2136,499
2137,171
2138,499
2139,69
2140,258
2141,887
2142,123
2143,63
2144,223
2145,723
2146,376
2147,302
2148,148
2149,168
2150,12
2151,204
2152,376
2153,46
2154,776
2155,261
2156,171
2157,302
2158,254
2159,69
2160,46
2161,1208
2162,63
2163,261
2164,834
2165,1052
2166,44
2167,128
2168,887
2169,254
2170,28
2171,6
2172,261
2173,131
2174,706
2175,7
2176,79
2177,887
2178,1592
2179,123
2180,499
2181,499
2182,39
2183,570
2184,52
2185,834
2186,6
2187,131
2188,754
2189,120
2190,123
2191,52
2192,1592
2193,5
2194,1155
2195,204
2196,567
2197,887
2198,834
2199,116
2200,223
2201,723
2202,66
2203,376
2204,887
2205,241
2206,1052
2207,1052
2208,118
2209,99
2210,171
2211,171
2212,99
2213,123
2214,46
2215,116
2216,6685
2217,5
2218,95
2219,754
2220,302
2221,171
2222,254
2223,258
2224,223
2225,723
2226,723
2227,123
2228,6
2229,754
2230,567
2231,46
2232,204
2233,1155
2234,99
2235,46
2236,63
2237,131
2238,549
2239,549
2240,1052
2241,5
2242,834
2243,168
2244,25
2245,39
2246,1592
2247,834
2248,39
2249,1592
2250,241
2251,46
2252,63
2253,128
2254,7
2255,376
2256,1592
2257,7
2258,93
2259,171
2260,258
2261,302
2262,260
2263,168
2264,101
2265,673
2266,1155
2267,254
2268,46
2269,1661
2270,302
2271,168
2272,52
2273,39
2274,260
2275,887
2276,52
2277,834
2278,567
2279,39
2280,254
2281,12
2282,25
2283,834
2284,79
2285,1592
2286,1208
2287,168
2288,52
2289,499
2290,776
2291,99
2292,1592
2293,260
2294,39
2295,1155
2296,3279
2297,1155
2298,44
2299,12
2300,63
2301,887
2302,148
2303,52
2304,95
2305,376
2306,254
2307,376
2308,168
2309,549
2310,1052
2311,46
2312,6
2313,25
2314,46
2315,7
2316,887
2317,241
2318,376
2319,673
2320,168
2321,168
2322,754
2323,128
2324,754
2325,1052
2326,44
2327,376
2328,118
2329,223
2330,171
2331,776
2332,776
2333,887
2334,39
2335,1591
2336,44
2337,570
2338,7
2339,168
2340,123
2341,62
2342,28
2343,68
2344,302
2345,376
2346,0
2347,775
2348,1715
2349,68
2350,1592
2351,79
2352,204
2353,204
2354,1661
2355,7
2356,39
2357,4014
2358,25
2359,46
2360,101
2361,0
2362,302
2363,775
2364,3279
2365,2047
2366,79
2367,93
2368,0
2369,567
2370,95
2371,131
2372,1208
2373,754
2374,63
2375,549
2376,258
2377,887
2378,62
2379,673
2380,1208
2381,1208
2382,1815
2383,2047
2384,28
2385,101
2386,63
2387,93
2388,46
2389,549
2390,28
2391,0
2392,1661
2393,549
2394,28
2395,673
2396,1208
2397,79
2398,131
2399,79
2400,93
2401,776
2402,25
2403,241
2404,260
2405,567
2406,1815
2407,93
2408,12
2409,376
2410,549
2411,118
2412,1661
2413,887
2414,5
2415,69
2416,25
2417,168
2418,128
2419,1815
2420,6
2421,204
2422,834
2423,376
2424,99
2425,567
2426,69
2427,6
2428,168
2429,52
2430,673
2431,120
2432,131
2433,99
2434,834
2435,69
2436,99
2437,723
2438,834
2439,44
2440,118
2441,261
2442,1052
2443,66
2444,116
2445,99
2446,887
2447,118
2448,241
2449,706
2450,12
2451,128
2452,99
2453,1405
2454,254
2455,168
2456,673
2457,499
2458,25
2459,12
2460,1208
2461,39
2462,887
2463,1592
2464,44
2465,25
2466,258
2467,69
2468,93
2469,204
2470,887
2471,834
2472,834
2473,260
2474,79
2475,39
2476,28
2477,79
2478,131
2479,52
2480,567
2481,1208
2482,123
2483,123
2484,0
2485,834
2486,223
2487,771
2488,783
2489,93
2490,567
2491,168
2492,95
2493,776
2494,1592
2495,771
2496,28
2497,168
2498,95
2499,254
2500,68
2501,776
2502,254
2503,567
2504,79
2505,99
2506,123
2507,101
2508,887
2509,54
2510,5
2511,12
2512,63
2513,131
2514,771
2515,1052
2516,116
2517,12
2518,2382
2519,25
2520,223
2521,771
2522,570
2523,673
2524,776
2525,887
2526,1592
2527,54
2528,68
2529,673
2530,1592
2531,834
2532,44
2533,1592
2534,254
2535,39
2536,62
2537,673
2538,99
2539,118
2540,99
2541,376
2542,1052
2543,673
2544,673
2545,171
2546,1208
2547,93
2548,99
2549,1592
2550,128
2551,673
2552,39
2553,499
2554,499
2555,2047
2556,25
2557,12
2558,673
2559,673
2560,79
2561,673
2562,258
2563,0
2564,168
2565,25
2566,12
2567,1155
2568,887
2569,723
2570,62
2571,25
2572,1052
2573,254
2574,1208
2575,79
2576,254
2577,754
2578,223
2579,52
2580,1592
2581,1592
2582,376
2583,12
2584,1052
2585,223
2586,499
2587,570
2588,116
2589,101
2590,44
2591,302
2592,261
2593,254
2594,258
2595,499
2596,1052
2597,46
2598,25
2599,28
2600,79
2601,776
2602,44
2603,131
2604,1208
2605,302
2606,171
2607,302
2608,44
2609,771
2610,116
2611,12
2612,46
2613,887
2614,63
2615,54
2616,62
2617,258
2618,223
2619,69
2620,7
2621,254
2622,204
2623,123
2624,79
2625,46
2626,261
2627,1052
2628,69
2629,254
2630,148
2631,1661
2632,376
2633,123
2634,46
2635,776
2636,25
2637,5
2638,254
2639,39
2640,567
2641,12
2642,6
2643,254
2644,123
2645,302
2646,44
2647,260
2648,776
2649,123
2650,44
2651,44
2652,1208
2653,254
2654,7
2655,1052
2656,887
2657,254
2658,261
2659,771
2660,204
2661,123
2662,834
2663,44
2664,171
2665,2047
2666,95
2667,499
2668,95
2669,223
2670,499
2671,499
2672,69
2673,204
2674,223
2675,171
2676,2047
2677,46
2678,54
2679,1208
2680,79
2681,261
2682,567
2683,302
2684,261
2685,39
2686,567
2687,62
2688,171
2689,99
2690,54
2691,99
2692,6
2693,68
2694,148
2695,128
2696,261
2697,499
2698,168
2699,0
2700,79
2701,116
2702,754
2703,123
2704,12
2705,68
2706,254
2707,1052
2708,28
2709,128
2710,1592
2711,62
2712,7
2713,223
2714,28
2715,6
2716,93
2717,1052
2718,118
2719,7
2720,261
2721,7
2722,1208
2723,54
2724,46
2725,376
2726,39
2727,12
2728,99
2729,118
2730,95
2731,834
2732,7
2733,223
2734,1155
2735,549
2736,118
2737,25
2738,93
2739,499
2740,7
2741,302
2742,131
2743,62
2744,1208
2745,376
2746,54
2747,68
2748,68
2749,99
2750,116
2751,118
2752,128
2753,567
2754,570
2755,887
2756,46
2757,499
2758,95
2759,123
2760,260
2761,1592
2762,754
2763,52
2764,101
2765,204
2766,223
2767,28
2768,570
2769,1661
2770,6
2771,2047
2772,570
2773,1715
2774,1815
2775,1592
2776,261
2777,1052
2778,168
2779,39
2780,754
2781,376
2782,39
2783,1815
2784,7
2785,95
2786,5
2787,171
2788,302
2789,834
2790,1592
2791,28
2792,6
2793,101
2794,783
2795,39
2796,68
2797,99
2798,254
2799,66
2800,25
2801,25
2802,1208
2803,6
2804,46
2805,6
2806,7
2807,46
2808,1661
2809,28
2810,131
2811,887
2812,93
2813,776
2814,1592
2815,79
2816,95
2817,68
2818,6
2819,204
2820,499
2821,131
2822,131
2823,223
2824,673
2825,44
2826,6
2827,12
2828,887
2829,254
2830,1592
2831,5
2832,116
2833,52
2834,12
2835,1052
2836,148
2837,499
2838,123
2839,148
2840,28
2841,131
2842,241
2843,1592
2844,3279
2845,1208
2846,95
2847,834
2848,171
2849,46
2850,5
2851,376
2852,1052
2853,376
2854,116
2855,69
2856,1715
2857,783
2858,776
2859,834
2860,6
2861,25
2862,62
2863,54
2864,723
2865,6
2866,204
2867,204
2868,204
2869,3279
2870,54
2871,1592
2872,754
2873,204
2874,258
2875,25
2876,25
2877,25
2878,63
2879,63
2880,25
2881,46
2882,5
2883,1208
2884,131
2885,101
2886,168
2887,63
2888,63
2889,101
2890,834
2891,44
2892,567
2893,1815
2894,63
2895,754
2896,25
2897,1815
2898,63
2899,1815
2900,54
2901,549
2902,69
2903,673
2904,12
2905,25
2906,68
2907,7
2908,1592
2909,44
2910,1815
2911,776
2912,376
2913,834
2914,93
2915,549
2916,1815
2917,1815
2918,39
2919,723
2920,570
2921,1592
2922,79
2923,241
2924,131
2925,776
